date,state_code,total_tests,new_tests,total_cases,new_cases,total_negatives,new_negatives,total_deaths,new_deaths,total_hospitalized,currently_hospitalized,new_hospitalized,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade
20200714,MO,505103,9326,28826,936,476277,8390,1093,10,,811,0,,,74,,,B
20200714,MP,10697,-70,33,0,10664,-70,2,0,4,,0,,,,,19,D
20200714,MS,350213,6798,37542,862,312671,5936,1272,22,3585,1059,55,227,,126,,25932,A
20200714,MT,121396,2701,1952,109,119444,2592,34,2,136,29,3,,,,,884,C
20200714,NC,1254846,34360,89484,1956,1165362,32404,1552,42,,1109,0,,,,,67124,A
20200714,ND,125033,1155,4493,51,120540,1104,78,0,280,42,3,,,,,3685,D
20200714,NE,216235,4576,21399,227,194836,4349,288,3,1431,101,10,,,,,16025,B
20200714,NH,136028,1162,6068,14,129960,1148,391,0,589,24,0,,191,,,5056,B
20200714,NJ,1721231,20846,175915,393,1545316,20453,15582,22,20632,888,0,149,,79,,31318,A+
20200714,NM,424355,5998,15291,263,409064,5735,548,3,2227,172,23,,,,,6363,B
20200714,NV,360180,6987,29619,1104,330561,5883,612,19,,983,0,247,,121,,800,A+
20200714,NY,4784927,60045,403175,912,4381752,59133,24994,5,89995,820,0,167,,101,,71692,A
20200714,OH,1043749,18998,67995,1142,975754,17856,3069,5,9049,1017,134,314,2223,156,,46282,B
20200714,OK,441294,20512,21738,993,419556,19519,428,4,2116,546,53,234,,,,16635,A+
20200714,OR,305456,4744,12805,367,292651,4377,244,7,1254,235,20,64,,35,,3129,A+
20200714,PA,947283,15809,96671,929,850612,14880,6931,20,,678,0,,,95,,74436,A+
20200714,PR,202809,113,10123,113,192686,0,169,2,,206,0,14,,9,,,B
20200714,RI,174658,1415,17588,101,157070,1314,985,1,2070,69,4,5,,3,,1692,A+
20200714,SC,517481,10380,60389,2221,457092,8159,993,21,3744,1550,346,,,,,23849,A
20200714,SD,92164,786,7572,48,84592,738,109,0,744,62,2,,,,,6599,B
20200714,TN,1071888,17927,66788,1514,1005100,16413,767,18,3378,1222,94,,,,,38272,A
20200714,TX,2598680,58555,275058,10745,2323622,47810,3322,87,,10569,0,,,,,142398,B
20200714,UT,424521,6186,30478,448,394043,5738,226,10,1888,231,38,80,505,,210,18111,A+
20200714,VA,830850,16835,72443,801,758407,16034,1977,9,10550,1127,91,249,,112,,9423,A+
20200714,VI,4290,0,206,0,4084,0,6,0,,,0,,,,,96,C
20200714,VT,77624,1043,1305,4,76319,1039,56,0,,15,0,,,,,1099,B
20200714,WA,708274,22269,41757,1101,666517,21168,1399,-39,4778,332,27,,,39,,,B
20200714,WI,714544,14683,41349,967,673195,13716,833,6,3892,293,42,83,804,,,29275,A+
20200714,WV,214012,5787,4407,148,209605,5639,97,1,,59,0,24,,7,,2982,B
20200714,WY,40028,89,1951,89,38077,0,22,1,128,14,4,,,,,1462,B
20200713,AK,146590,1115,1539,60,145051,1055,17,0,,22,0,,,0,,620,A
20200713,AL,519604,8098,55545,1958,464059,6140,1124,3,6745,1335,0,,919,,505,25783,B
20200713,AR,382974,572,28939,572,354035,0,323,2,1836,439,14,,,89,269,22106,A
20200713,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200713,AZ,702426,6254,123824,1357,578602,4897,2245,8,5839,3373,44,936,,671,,15254,A+
20200713,CA,5544365,137766,329162,8358,5215203,129408,7040,23,,7895,0,2021,,,,,B
20200713,CO,399365,7262,36913,322,362452,6940,1586,0,5895,324,10,,,,,4780,A
20200713,CT,589318,31109,47510,223,541808,30886,4371,23,10552,74,0,,,,,8351,B
20200713,DC,130220,3337,10906,59,119314,3278,568,0,,93,0,25,,16,,1756,A+
20200713,DE,139363,1954,12879,75,126484,1879,517,0,,49,0,12,,,,7139,A+
20200713,FL,2639574,65567,282435,12624,2357139,52943,4381,35,18817,8051,227,,,,,,A
20200713,GA,1107967,24551,120569,3643,987398,20908,3026,25,13476,2600,217,,2643,,,,A
20200713,GU,17342,363,312,0,17030,363,5,0,,3,0,,,,,202,B
20200713,HI,95170,1250,1220,20,93950,1230,19,0,125,,0,,,,,890,D
20200713,IA,376716,2303,35529,458,341187,1845,754,4,,186,0,67,,32,,26664,A+
20200713,ID,127132,1871,10902,397,116230,1474,102,0,477,153,9,35,142,,,3179,A
20200713,IL,2014126,30012,155931,883,1858195,29129,7394,6,,1362,0,334,,136,,,A
20200713,IN,570409,5762,52037,425,518372,5337,2762,2,7574,764,47,255,1601,71,,38914,A+
20200713,KS,231175,13396,20058,1447,211117,11949,288,4,1343,,39,,410,,160,920,A
20200713,KY,441885,3715,19653,264,422232,3451,629,4,2791,440,12,87,1017,,,5344,B
20200713,LA,953426,18431,79827,1705,873599,16726,3423,7,,1308,0,,,142,,46334,B
20200713,MA,966143,8663,111827,230,854316,8433,8330,5,11611,570,3,89,,46,,94347,A+
20200713,MD,651957,8566,73527,418,578430,8148,3325,6,11467,386,47,108,,,,5230,A
20200713,ME,123962,1648,3558,19,120404,1629,114,0,372,18,1,8,,3,,3008,A+
20200713,MI,1313427,17272,77198,422,1236229,16850,6321,7,,543,0,184,,113,,53867,A+
20200713,MN,768989,13937,42772,491,726217,13446,1542,2,4424,247,25,114,1338,,,37199,A
20200713,MO,495777,10269,27890,447,467887,9822,1083,14,,932,0,,,89,,,B
20200713,MP,10767,0,33,0,10734,0,2,0,4,,0,,,,,19,D
20200713,MS,343415,8204,36680,393,306735,7811,1250,1,3530,1020,35,208,,110,,25932,A
20200713,MT,118695,4034,1843,85,116852,3949,32,3,133,28,5,,,,,875,C
20200713,NC,1220486,20911,87528,1827,1132958,19084,1510,7,,1040,0,,,,,67124,A
20200713,ND,123878,1399,4442,108,119436,1291,78,0,277,43,6,,,,,3653,D
20200713,NE,211659,3556,21172,174,190487,3382,285,0,1421,98,0,,,,,15860,B
20200713,NH,134866,1477,6054,30,128812,1447,391,0,589,22,0,,191,,,5027,B
20200713,NJ,1700385,14781,175522,224,1524863,14557,15560,19,20632,892,0,166,,81,,31261,A+
20200713,NM,418357,7603,15028,255,403329,7348,545,2,2204,170,17,,,,,6322,B
20200713,NV,353193,5637,28515,832,324678,4805,593,0,,953,0,250,,107,,789,A+
20200713,NY,4724882,51687,402263,557,4322619,51130,24989,10,89995,792,0,175,,103,,71643,A
20200713,OH,1024751,18365,66853,1261,957898,17104,3064,6,8915,949,73,293,2201,159,,45194,B
20200713,OK,420782,510,20745,510,400037,0,424,2,2063,499,31,186,,,,15815,A+
20200713,OR,300712,4540,12438,268,288274,4272,237,3,1234,246,54,67,,35,,3094,A+
20200713,PA,931474,7190,95742,476,835732,6714,6911,7,,682,0,,,96,,73721,A+
20200713,PR,202696,356,10010,356,192686,0,167,0,,159,0,15,,8,,,B
20200713,RI,173243,6588,17487,175,155756,6413,984,8,2066,67,15,3,,4,,1691,A+
20200713,SC,507101,14593,58168,1520,448933,13073,972,11,3398,1488,0,,,,,20957,A
20200713,SD,91378,770,7524,25,83854,745,109,0,742,63,4,,,,,6543,B
20200713,TN,1053961,35946,65274,3314,988687,32632,749,8,3284,1120,34,,,,,36996,A
20200713,TX,2540125,47371,264313,5655,2275812,41716,3235,43,,10405,0,,,,,136419,B
20200713,UT,418335,5277,30030,546,388305,4731,216,1,1850,252,26,86,487,,208,17728,A+
20200713,VA,814015,9970,71642,972,742373,8998,1968,2,10459,1129,104,243,,105,,9330,A+
20200713,VI,4290,201,206,25,4084,176,6,0,,,0,,,,,96,C
20200713,VT,76581,730,1301,5,75280,725,56,0,,10,0,,,,,1096,B
20200713,WA,686005,17539,40656,1438,645349,16101,1438,14,4751,331,89,,,35,,,B
20200713,WI,699861,6632,40382,505,659479,6127,827,0,3850,283,26,85,800,,,28670,A+
20200713,WV,208225,1189,4259,52,203966,1137,96,0,,63,0,22,,8,,2825,B
20200713,WY,39939,0,1862,0,38077,0,21,0,124,17,0,,,,,1372,B
20200712,AK,145475,2099,1479,94,143996,2005,17,0,,27,0,,,0,,615,A
20200712,AL,511506,9486,53587,1640,457919,7846,1121,7,6745,1068,0,,911,,503,25783,B
20200712,AR,382402,12753,28367,1564,354035,11189,321,8,1822,412,42,,,84,266,21591,A
20200712,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200712,AZ,696172,12182,122467,2537,573705,9645,2237,86,5795,3432,45,922,,631,,14829,A+
20200712,CA,5406599,130904,320804,8460,5085795,122444,7017,72,,7854,0,2020,,,,,B
20200712,CO,392103,6242,36591,400,355512,5842,1586,0,5885,324,21,,,,,4749,A
20200712,CT,558209,0,47287,0,510922,0,4348,0,10552,77,0,,,,,8351,B
20200712,DC,126883,2833,10847,46,116036,2787,568,0,,95,0,30,,17,,1737,A+
20200712,DE,137409,3294,12804,61,124605,3233,517,0,,58,0,10,,,,7120,A+
20200712,FL,2574007,98708,269811,15300,2304196,83408,4346,45,18590,7542,249,,,,,,A
20200712,GA,1083416,18543,116926,2525,966490,16018,3001,5,13259,2512,54,,2621,,,,A
20200712,GU,16979,0,312,0,16667,0,5,0,,3,0,,,,,202,B
20200712,HI,93920,1686,1200,42,92720,1644,19,0,125,,0,,,,,872,D
20200712,IA,374413,6052,35071,424,339342,5628,750,2,,177,0,54,,26,,26234,A+
20200712,ID,125261,2912,10505,577,114756,2335,102,1,468,140,19,33,139,,,3114,A
20200712,IL,1984114,38894,155048,954,1829066,37940,7388,19,,1342,0,311,,127,,,A
20200712,IN,564647,6501,51612,533,513035,5968,2760,4,7527,702,69,237,1592,68,,38623,A+
20200712,KS,217779,0,18611,0,199168,0,284,0,1304,,0,,405,,160,905,A
20200712,KY,438170,268,19389,268,418781,0,625,3,2779,370,0,75,1014,,,5322,B
20200712,LA,934995,10548,78122,1319,856873,9229,3416,13,,1243,0,,,134,,46334,B
20200712,MA,957480,11146,111597,199,845883,10947,8325,15,11608,583,8,93,,43,,94347,A+
20200712,MD,643391,14114,73109,642,570282,13472,3319,9,11420,392,67,114,,,,5230,A
20200712,ME,122314,2424,3539,19,118775,2405,114,2,371,19,3,9,,3,,2994,A+
20200712,MI,1296155,22033,76776,406,1219379,21627,6314,1,,505,0,174,,99,,53867,A+
20200712,MN,755052,12957,42281,710,712771,12247,1540,3,4399,251,33,123,1335,,,36582,A
20200712,MO,485508,10958,27443,310,458065,10648,1069,0,,883,0,,,80,,,B
20200712,MP,10767,2,33,2,10734,0,2,0,4,,0,,,,,19,D
20200712,MS,335211,868,36287,868,298924,0,1249,19,3495,963,0,202,,107,,22167,A
20200712,MT,114661,1302,1758,81,112903,1221,29,0,128,26,1,,,,,865,C
20200712,NC,1199575,23517,85701,1908,1113874,21609,1503,4,,1070,0,,,,,55318,A
20200712,ND,122479,1628,4334,91,118145,1537,78,0,271,38,8,,,,,3570,D
20200712,NE,208103,4249,20998,221,187105,4028,285,-1,1421,95,2,,,,,15724,B
20200712,NH,133389,1087,6024,33,127365,1054,391,1,589,22,4,,191,,,5013,B
20200712,NJ,1685604,24320,175298,339,1510306,23981,15541,16,20632,890,0,163,,86,,31190,A+
20200712,NM,410754,7173,14773,224,395981,6949,543,4,2187,158,26,,,,,6271,B
20200712,NV,347556,6323,27683,845,319873,5478,593,1,,895,0,239,,114,,764,A+
20200712,NY,4673195,62418,401706,677,4271489,61741,24979,5,89995,801,0,174,,102,,71565,A
20200712,OH,1006386,23351,65592,1378,940794,21973,3058,22,8842,954,72,289,2185,154,,44663,B
20200712,OK,420272,456,20235,456,400037,0,422,1,2032,499,40,186,,,,15485,A+
20200712,OR,296172,3989,12170,319,284002,3670,234,2,1180,208,0,56,,30,,3009,A+
20200712,PA,924284,11961,95266,577,829018,11384,6904,7,,652,0,,,96,,73354,A+
20200712,PR,202340,288,9654,288,192686,0,167,0,,174,0,12,,11,,,B
20200712,RI,166655,0,17312,0,149343,0,976,0,2051,61,0,4,,5,,1685,A+
20200712,SC,492508,4418,56648,1949,435860,2469,961,10,3398,1472,0,,,,,20957,A
20200712,SD,90608,1002,7499,45,83109,957,109,0,738,53,0,,,,,6522,B
20200712,TN,1018015,10901,61960,954,956055,9947,741,3,3250,1184,57,,,,,35855,A
20200712,TX,2492754,63130,258658,8196,2234096,54934,3192,80,,10410,0,,,,,132638,B
20200712,UT,413058,7706,29484,629,383574,7077,215,3,1824,276,27,84,486,,207,17303,A+
20200712,VA,804045,17710,70670,888,733375,16822,1966,4,10355,1045,64,228,,101,,9310,A+
20200712,VI,4089,282,181,14,3908,268,6,0,,,0,,,,,93,C
20200712,VT,75851,819,1296,13,74555,806,56,0,,17,0,,,,,1089,B
20200712,WA,668466,0,39218,0,629248,0,1424,0,4662,326,0,,,57,,,B
20200712,WI,693229,7645,39877,797,653352,6848,827,-1,3824,264,27,74,800,,,28318,A+
20200712,WV,207036,3213,4207,133,202829,3080,96,1,,56,0,14,,7,,2806,B
20200712,WY,39939,23,1862,23,38077,0,21,0,124,12,1,,,,,1372,B
20200711,AK,143376,1445,1385,62,141991,1383,17,0,,31,0,,,1,,598,A
20200711,AL,502020,9804,51947,1439,450073,8365,1114,10,6745,1068,3656,,904,,496,25783,B
20200711,AR,369649,4237,26803,0,342846,4237,313,0,1780,402,37,,,84,265,20642,A
20200711,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200711,AZ,683990,14779,119930,3038,564060,11741,2151,69,5750,3485,91,899,,620,,14394,A+
20200711,CA,5275695,99958,312344,8047,4963351,91911,6945,94,,7904,0,2021,,,,,B
20200711,CO,385861,8721,36191,666,349670,8055,1586,5,5864,328,33,,,,,4728,A
20200711,CT,558209,0,47287,0,510922,0,4348,0,10552,77,0,,,,,8351,B
20200711,DC,124050,3166,10801,58,113249,3108,568,0,,92,0,29,,17,,1717,A+
20200711,DE,134115,1407,12743,91,121372,1316,517,0,,65,0,13,,,,7002,A+
20200711,FL,2475299,53672,254511,10360,2220788,43312,4301,98,18341,7186,425,,,,,,A
20200711,GA,1064873,18525,114401,3190,950472,15335,2996,31,13205,2446,268,,2610,,,,A
20200711,GU,16979,113,312,2,16667,111,5,0,,3,0,,,,,202,B
20200711,HI,92234,1639,1158,28,91076,1611,19,0,125,,2,,,,,847,D
20200711,IA,368361,6113,34647,663,333714,5450,748,5,,178,0,56,,25,,26104,A+
20200711,ID,122349,4271,9928,500,112421,3771,101,1,449,122,17,33,138,,,3066,A
20200711,IL,1945220,32345,154094,1195,1791126,31150,7369,24,,1398,0,321,,139,,,A
20200711,IN,558146,7584,51079,779,507067,6805,2756,8,7458,714,0,237,1577,72,,38441,A+
20200711,KS,217779,0,18611,0,199168,0,284,0,1304,,0,,405,,160,905,A
20200711,KY,437902,5212,19121,451,418781,4761,622,2,2779,370,16,75,1014,,,5322,B
20200711,LA,924447,19199,76803,2167,847644,17032,3403,23,,1182,0,,,121,,46334,B
20200711,MA,946334,7718,111398,288,834936,7430,8310,14,11600,572,18,87,,44,,94347,A+
20200711,MD,629277,8214,72467,557,556810,7657,3310,7,11353,390,53,120,,,,5190,A
20200711,ME,119890,1484,3520,21,116370,1463,112,1,368,16,2,7,,4,,2972,A+
20200711,MI,1274122,27317,76370,685,1197752,26632,6313,28,,505,0,174,,99,,53867,A+
20200711,MN,742095,16270,41571,804,700524,15466,1537,4,4366,241,37,121,1325,,,36012,A
20200711,MO,474550,19725,27133,1134,447417,18591,1069,18,,883,0,,,72,,,B
20200711,MP,10765,0,31,0,10734,0,2,0,4,,0,,,,,19,D
20200711,MS,334343,4031,35419,797,298924,3234,1230,15,3495,963,40,202,,107,,22167,A
20200711,MT,113359,1181,1677,84,111682,1097,29,1,127,24,4,,,,,864,C
20200711,NC,1176058,25446,83793,2462,1092265,22984,1499,20,,1093,0,,,,,55318,A
20200711,ND,120851,1255,4243,89,116608,1166,78,0,263,31,3,,,,,3533,D
20200711,NE,203854,2840,20777,154,183077,2686,286,2,1419,95,0,,,,,15499,B
20200711,NH,132302,1251,5991,18,126311,1233,390,3,585,20,4,,190,,,4897,B
20200711,NJ,1661284,38126,174959,331,1486325,37795,15525,46,20632,872,65,166,,87,,31092,A+
20200711,NM,403581,7700,14549,298,389032,7402,539,6,2161,151,24,,,,,6181,B
20200711,NV,341233,5742,26838,930,314395,4812,592,13,,918,0,241,,122,,764,A+
20200711,NY,4610777,69203,401029,730,4209748,68473,24974,6,89995,799,0,177,,100,,71477,A
20200711,OH,983035,23482,64214,1358,918821,22124,3036,4,8770,928,69,299,2169,155,,44101,B
20200711,OK,419816,8742,19779,687,400037,8055,421,5,1992,499,43,186,,,,15136,A+
20200711,OR,292183,5413,11851,397,280332,5016,232,0,1180,208,0,56,,30,,3009,A+
20200711,PA,912323,13683,94689,813,817634,12870,6897,17,,646,0,,,97,,72910,A+
20200711,PR,202052,-62851,9366,229,192686,-63080,167,8,,174,0,12,,7,,,B
20200711,RI,166655,0,17312,0,149343,0,976,0,2051,61,0,4,,5,,1685,A+
20200711,SC,488090,12855,54699,2280,433391,10575,951,22,3398,1396,0,,,,,20956,A
20200711,SD,89606,1064,7454,53,82152,1011,109,2,738,65,12,,,,,6470,B
20200711,TN,1007114,12539,61006,1460,946108,11079,738,15,3193,1184,47,,,,,35435,A
20200711,TX,2429624,39835,250462,10351,2179162,29484,3112,99,,10083,0,,,,,127880,B
20200711,UT,405352,9378,28855,632,376497,8746,212,5,1797,269,49,84,483,,207,16897,A+
20200711,VA,786335,17610,69782,851,716553,16759,1962,4,10291,1020,96,230,,97,,9271,A+
20200711,VI,3807,181,167,14,3640,167,6,0,,,0,,,,,92,C
20200711,VT,75032,934,1283,6,73749,928,56,0,,18,0,,,,,1066,B
20200711,WA,668466,8136,39218,637,629248,7499,1424,15,4662,326,-3,,,57,,,B
20200711,WI,685584,12074,39080,981,646504,11093,828,7,3797,265,31,75,797,,,27909,A+
20200711,WV,203823,2620,4074,91,199749,2529,95,0,,56,0,14,,7,,2763,B
20200711,WY,39916,49,1839,49,38077,0,21,0,123,12,2,,,,,1361,B
20200710,AK,141931,6187,1323,51,140608,6136,17,0,,30,0,,,0,,588,A
20200710,AL,492216,21712,50508,1334,441708,20378,1104,36,3089,1183,50,,888,,493,25783,B
20200710,AR,365412,751,26803,751,338609,0,313,4,1743,402,38,,,84,260,20642,A
20200710,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200710,AZ,669211,16150,116892,4221,552319,11929,2082,44,5659,3432,133,876,,615,,13853,A+
20200710,CA,5175737,97303,304297,7798,4871440,89505,6851,140,,7896,0,2005,,,,,B
20200710,CO,377140,6438,35525,409,341615,6029,1581,37,5831,318,11,,,,,4691,A
20200710,CT,558209,12588,47287,78,510922,12510,4348,0,10552,77,0,,,,,8351,B
20200710,DC,120884,4961,10743,64,110141,4897,568,0,,96,0,26,,18,,1703,A+
20200710,DE,132708,2503,12652,121,120056,2382,517,0,,58,0,11,,,,6949,A+
20200710,FL,2421627,64229,244151,11433,2177476,52796,4203,92,17916,6974,437,,,,,,A
20200710,GA,1046348,26926,111211,4484,935137,22442,2965,35,12937,2443,331,,2565,,,,A
20200710,GU,16866,334,310,1,16556,333,5,0,,3,0,,,,,202,B
20200710,HI,90595,1443,1130,36,89465,1407,19,0,123,,1,,,,,840,D
20200710,IA,362248,7589,33984,744,328264,6845,743,4,,169,0,54,,26,,25891,A+
20200710,ID,118078,3458,9428,459,108650,2999,100,2,432,124,21,29,137,,,3022,A
20200710,IL,1912875,32997,152899,1327,1759976,31670,7345,16,,1436,0,306,,155,,,A
20200710,IN,550562,8270,50300,725,500262,7545,2748,9,7458,667,72,217,1577,87,,38120,A+
20200710,KS,217779,9297,18611,993,199168,8304,284,2,1304,,35,,405,,160,905,A
20200710,KY,432690,8677,18670,425,414020,8252,620,8,2763,409,16,70,1012,,,5258,B
20200710,LA,905248,25108,74636,2642,830612,22466,3380,25,,1117,0,,,122,,46334,B
20200710,MA,938616,12855,111110,213,827506,12642,8296,28,11582,632,23,98,,47,,94347,A+
20200710,MD,621063,8482,71910,463,549153,8019,3303,15,11300,385,79,122,,,,5157,A
20200710,ME,118406,2648,3499,13,114907,2635,111,0,366,15,1,7,,4,,2931,A+
20200710,MI,1246805,23252,75685,622,1171120,22630,6285,14,,505,0,174,,92,,52841,A+
20200710,MN,725825,20385,40767,604,685058,19781,1533,5,4329,227,24,124,1320,,,35442,A
20200710,MO,454825,0,25999,0,428826,0,1051,0,,886,0,,,79,,,B
20200710,MP,10765,0,31,0,10734,0,2,0,4,,0,,,,,19,D
20200710,MS,330312,5508,34622,1031,295690,4477,1215,11,3455,981,41,205,,103,,22167,A
20200710,MT,112178,3413,1593,127,110585,3286,28,3,123,21,3,,,,,855,C
20200710,NC,1150612,28801,81331,1982,1069281,26819,1479,18,,1046,0,,,,,55318,A
20200710,ND,119596,1747,4154,84,115442,1663,78,0,260,33,3,,,,,3496,D
20200710,NE,201014,3179,20623,198,180391,2981,284,2,1419,100,14,,,,,15206,B
20200710,NH,131051,1423,5973,21,125078,1402,387,1,581,24,3,,189,,,4831,B
20200710,NJ,1623158,23741,174628,388,1448530,23353,15479,31,20567,904,62,162,,94,,31014,A+
20200710,NM,395881,6194,14251,234,381630,5960,533,6,2137,154,36,,,,,6118,B
20200710,NV,335491,5713,25908,1004,309583,4709,579,8,,924,0,248,,111,,764,A+
20200710,NY,4541574,73558,400299,786,4141275,72772,24968,9,89995,826,0,178,,92,,71371,A
20200710,OH,959553,43151,62856,1525,896697,41626,3032,26,8701,928,131,289,2161,151,,43435,B
20200710,OK,411074,9320,19092,596,391982,8724,416,6,1949,487,56,217,,,,14648,A+
20200710,OR,286770,4695,11454,266,275316,4429,232,2,1180,208,18,56,,30,,3009,A+
20200710,PA,898640,18617,93876,1009,804764,17608,6880,32,,653,0,,,103,,72284,A+
20200710,PR,264903,275,9137,275,255766,0,159,0,,140,0,12,,10,,,B
20200710,RI,166655,1518,17312,69,149343,1449,976,2,2051,61,8,4,,5,,1685,A+
20200710,SC,475235,11470,52419,1728,422816,9742,929,24,3398,1438,308,,,,,20956,A
20200710,SD,88542,1232,7401,65,81141,1167,107,6,726,65,8,,,,,6408,B
20200710,TN,994575,21861,59546,1955,935029,19906,723,13,3146,1184,58,,,,,34740,A
20200710,TX,2389789,76577,240111,9765,2149678,66812,3013,95,,10002,0,,,,,122996,B
20200710,UT,395974,7241,28223,867,367751,6374,207,2,1748,229,48,79,477,,205,16261,A+
20200710,VA,768725,15297,68931,943,699794,14354,1958,21,10195,1006,174,234,,102,,9189,A+
20200710,VI,3626,112,153,9,3473,103,6,0,,,0,,,,,87,C
20200710,VT,74098,1349,1277,5,72821,1344,56,0,,11,0,,,,,1066,B
20200710,WA,660330,15258,38581,640,621749,14618,1409,15,4665,326,35,,,60,,,B
20200710,WI,673510,12746,38099,889,635411,11857,821,5,3766,274,40,77,792,,,27329,A+
20200710,WV,201203,4014,3983,157,197220,3857,95,0,,56,0,16,,7,,2756,B
20200710,WY,39867,822,1790,16,38077,806,21,0,121,12,0,,,,,1327,B
20200709,AK,135744,2343,1272,46,134472,2297,17,0,,28,0,,,0,,571,A
20200709,AL,470504,2212,49174,2212,421330,0,1068,10,3039,1125,33,,877,,490,25783,B
20200709,AR,364661,11389,26052,1540,338609,9849,309,8,1705,394,50,,,82,284,19992,A
20200709,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200709,AZ,653061,11991,112671,4057,540390,7934,2038,75,5526,3437,139,861,,575,,13341,A+
20200709,CA,5078434,82259,296499,7031,4781935,75228,6711,149,,7821,0,1957,,,,,B
20200709,CO,370702,5629,35116,452,335586,5177,1544,2,5820,335,79,,,,,4669,A
20200709,CT,545621,8177,47209,101,498412,8076,4348,5,10552,90,141,,,,,8351,B
20200709,DC,115923,1634,10679,37,105244,1597,568,4,,92,0,26,,14,,1662,A+
20200709,DE,130205,1171,12531,69,117674,1102,517,2,,63,0,12,,,,6901,A+
20200709,FL,2357398,37191,232718,8935,2124680,28256,4111,120,17479,,411,,,,,,A
20200709,GA,1019422,19013,106727,2837,912695,16176,2930,8,12606,2322,106,,2519,,,,A
20200709,GU,16532,392,309,2,16223,390,5,0,,3,0,,,,,202,B
20200709,HI,89152,2056,1094,23,88058,2033,19,0,122,,3,,,,,811,D
20200709,IA,354659,8308,33240,731,321419,7577,739,4,,168,0,49,,22,,26340,A+
20200709,ID,114620,3289,8969,430,105651,2859,98,4,411,120,15,28,133,,,2978,A
20200709,IL,1879878,36180,151572,1018,1728306,35162,7329,20,,1507,0,317,,153,,,A
20200709,IN,542292,6435,49575,512,492717,5923,2739,7,7386,686,21,226,1556,89,,37795,A+
20200709,KS,208482,0,17618,0,190864,0,282,0,1269,,0,,397,,160,879,A
20200709,KY,424013,8092,18245,326,405768,7766,612,4,2747,457,10,105,1007,,,4939,B
20200709,LA,880140,14403,71994,1843,808146,12560,3355,16,,1042,0,,,110,,46334,B
